marque_voiture;id_voiture;modele_voiture;constructor_code;year_start;year_end;car_type ;car_code;AVTS;PONT;firstrow;secondrow;carboot
LANCIA;1368;LANCIA THEMA II;;01/10/2011;à ce jour;Berline;LAN95;Oui;Oui;Oui;Non;Oui
LANCIA;1369;LANCIA THESIS;;01/09/2002;01/12/2009;Berline;LAN100;Oui;Oui;Non;Non;Oui
LANCIA;1370;LANCIA VOYAGER;;01/10/2011;à ce jour;Monovolume;LAN105;Oui;Non;Oui;Oui;Oui
LANCIA;1371;LANCIA Y10;156;01/01/1989;01/09/1992;Coupé;LAN110;Oui;Non;Oui;Non;Non
LANCIA;1372;LANCIA Y10;(156)R92;01/09/1992;01/10/1995;Coupé;LAN110;Oui;Non;Oui;Non;Non
LANCIA;1373;LANCIA Y;840;01/11/1995;01/08/2000;Berline;LAN115;Oui;Oui;Non;Non;Oui
LANCIA;1374;LANCIA Y;(840)FL2000;01/09/2000;01/09/2003;Berline;LAN115;Oui;Oui;Non;Non;Oui
LANCIA;1375;LANCIA YPSILON;843;01/10/2003;01/06/2012;Berline;LAN120;Oui;Oui;Oui;Non;Oui
LANCIA;1376;LANCIA YPSILON;846;01/05/2011;à ce jour;Berline;LAN125;Oui;Oui;Oui;Non;Oui
LANCIA;1377;LANCIA ZETA;U60;01/10/1994;01/08/2002;G Monospace;LAN130;Oui;Non;Non;Non;Oui
LEXUS;1378;LEXUS  GS ( 3éme génération ) 450H;S190;01/01/2005;01/12/2011;Berline;LEX10;Oui;Non;Oui;Non;Non
LEXUS;1379;LEXUS  IS 200;XE10;01/03/1999;01/07/2005;Berline;LEX15;Oui;Non;Oui;Non;Non
LEXUS;1380;LEXUS  IS;XE10;01/09/2001;01/07/2005;BREACK;LEX15;Oui;Non;Oui;Non;Non
LEXUS;1381;LEXUS IS 200;XE20;01/08/2005;01/12/2013;Berline;LEX20;Oui;Non;Oui;Non;Non
LEXUS;1382;LEXUS IS ;XE20;01/04/2009;01/12/2015;cabriolet;LEX20;Oui;Non;Oui;Non;Non
LEXUS;1383;LEXUS IS 300;XE10;01/09/1999;01/07/2005;Berline;LEX25;Oui;Non;Oui;Non;Non
LEXUS;1384;LEXUS IS 300 H;XE30;01/04/2013;à ce jour;Berline;LEX28;Oui;Oui;Oui;Non;Non
LEXUS;1385;LEXUS RX 300  ;XU30;01/02/2003;01/12/2008;4X4;LEX30;Oui;Non;Oui;Non;Non
LEXUS;1386;LEXUS RX 350H;AL10;01/12/2008;01/12/2015;4X4;LEX40;Oui;Oui;Oui;Non;Oui
LEXUS;1387;LEXUS RX 400H;AL10;01/12/2008;01/12/2015;4X4;LEX40;Oui;Oui;Oui;Non;Oui
LEXUS;1388;LEXUS RX 450H;AL10;01/12/2008;01/12/2015;4X4;LEX45;Oui;Oui;Oui;Non;Oui
LEXUS;1389;LEXUS RX 450H;AL20;01/10/2015;à ce jour;4X4;LEX47;Oui;Oui;Oui;Non;Oui
LEXUS;1390;LEXUS RX 430;XU10;01/07/2000;01/02/2003;4X4;LEX50;Oui;Non;Oui;Non;Non
LOTUS;1391;LOTUS CATERHAM  SEVEN 7;;01/01/1973;à ce jour;Coupé;LOT10;Oui;Non;Non;Non;Non
LOTUS;1392;LOTUS ELISE (modèle anglais);S2;01/10/2000;01/03/2010;Coupé;LOT15;Oui;Non;Non;Non;Non
LOTUS;1393;LOTUS ELISE (modèle français);S2;01/10/2000;01/03/2010;Coupé;LOT16;Oui;Non;Non;Non;Non
LOTUS;1394;LOTUS EVORA;;01/07/2008;à ce jour;Coupé;LOT20;Oui;Non;Non;Non;Non
MASERATI;1395;MASERATI GHIBLI  ;;01/01/1992;01/07/2013;Coupé;MAS10;Oui;Non;Oui;Non;Non
MASERATI;1396;MASERATI GHIBLI  ;;01/08/2013;01/09/2017;Coupé;MAS11;Oui;Non;Oui;Non;Oui
MASERATI;1397;MASERATI GHIBLI  SQ4 2018;restylé;01/09/2017;à ce jour;Coupé;MAS11;Oui;Non;Oui;Non;Oui
MASERATI;1398;MASERATI COUPE;;01/03/2002;à ce jour;Coupé;MAS12;Oui;Non;Non;Non;Non
MASERATI;1399;MASERATI SPYDER;;01/03/2002;à ce jour;Coupé;MAS12;Oui;Non;Non;Non;Non
MASERATI;1400;MASERATI GRAN TURISMO  PHASE1;;01/08/2007;31/12/2017;Coupé;MAS15;Oui;Non;Oui;Non;Oui
MASERATI;1401;MASERATI GRAN TURISMO 2018  PHASE2;restylé;31/12/2017;à ce jour;Coupé;MAS16;Oui;Non;Oui;Non;Oui
MASERATI;1402;MASERATI 3200 GT;;01/10/1998;01/03/2002;Coupé;MAS20;Oui;Non;Oui;Non;Non
MASERATI;1403;MASERATI QUATTROPORTE  5éme generation;;01/03/2004;01/02/2013;Coupé;MAS25;Oui;Non;Oui;Non;Oui
MASERATI;1404;MASERATI QUATTROPORTE  6éme generation (phase:2);restylé;01/01/2013;à ce jour;Coupé;MAS26;Oui;Non;Oui;Non;Oui
MASERATI;1405;MASERATI LEVANTE;;01/06/2016;à ce jour;SUV;MAS30;Oui;Non;Oui;Non;Oui
MAZDA;1406;MAZDA 121  ;JA-JB;01/03/1996;01/01/2002;Berline;MAZ10;Oui;Non;Oui;Non;Oui
MAZDA;1407;MAZDA 2;DY;01/03/2003;01/08/2005;Berline;MAZ12;Oui;Oui;Oui;Non;Oui
MAZDA;1408;MAZDA 2   I phase2;DY-N;01/06/2005;01/01/2008;Berline;MAZ12;Oui;Oui;Oui;Non;Oui
MAZDA;1409;MAZDA 2   II ;DE;01/06/2007;01/07/2010;Berline;MAZ20;Oui;Oui;Oui;Non;Oui
MAZDA;1410;MAZDA 2   II phase2   3portes;;01/08/2010;01/10/2014;Berline;MAZ20;Oui;Oui;Oui;Non;Oui
MAZDA;1411;MAZDA 2   II phase2   5portes;;01/08/2010;01/10/2014;Berline;MAZ20;Oui;Oui;Oui;Non;Oui
MAZDA;1412;MAZDA 2 III (HB5p);DJ-DL;01/10/2014;01/01/2021;Berline;MAZ23;Oui;Non;Oui;Non;Oui
MAZDA;1413;MAZDA 2 III (SD4p);DJ-DL;01/01/2015;01/01/2021;Berline;MAZ24;Oui;Non;Oui;Non;Oui
MAZDA;1414;MAZDA 3;BK;01/06/2003;01/02/2006;Berline;MAZ25;Oui;Oui;Oui;Non;Oui
MAZDA;1415;MAZDA 3  phase2;BK;01/03/2006;01/11/2008;Berline;MAZ25;Oui;Oui;Oui;Non;Oui
MAZDA;1416;MAZDA 3;BL;01/12/2008;01/10/2011;Berline;MAZ30;Oui;Oui;Oui;Non;Oui
MAZDA;1417;MAZDA 3  phase2;BL;01/11/2011;01/07/2013;Berline;MAZ30;Oui;Oui;Oui;Non;Oui
MAZDA;1418;MAZDA 3;BM-BN;01/07/2013;01/10/2016;Berline;MAZ33;Oui;Oui;Oui;Non;Oui
MAZDA;1419;MAZDA 3  phase2;BM-BN;01/10/2016;01/03/2019;Berline;MAZ33;Oui;Oui;Oui;Non;Oui
MAZDA;1420;MAZDA 323  ;BG;01/06/1989;01/05/1994;Berline;MAZ35;Oui;Non;Oui;Non;Oui
MAZDA;1421;MAZDA 323  ;BA;01/06/1994;01/09/1996;Berline;MAZ40;Oui;Non;Oui;Non;Oui
MAZDA;1422;MAZDA 323  phase2;BA;01/10/1996;01/07/1998;Berline;MAZ40;Oui;Non;Oui;Non;Oui
MAZDA;1423;MAZDA 323;BJ;01/08/1998;01/09/2000;Berline;MAZ45;Oui;Oui;Oui;Non;Oui
MAZDA;1424;MAZDA 323   phase2;BJ;01/10/2000;01/10/2003;Berline;MAZ45;Oui;Oui;Oui;Non;Oui
MAZDA;1425;MAZDA 5   5 Places;CR;01/02/2005;01/12/2007;Monovolume;MAZ50;Oui;Oui;Oui;Non;Oui
MAZDA;1426;MAZDA 5   5 Places   phase2;CR;01/09/2007;01/05/2010;Monovolume;MAZ50;Oui;Oui;Oui;Non;Oui
MAZDA;1427;MAZDA 5   5 Places;CW;01/06/2010;01/02/2015;Monovolume;MAZ55;Oui;Oui;Non;Non;Oui
MAZDA;1428;MAZDA 5   7 Places;CR;01/02/2005;01/12/2007;Monovolume;MAZ60;Oui;Oui;Oui;Oui;Oui
MAZDA;1429;MAZDA 5   7 Places    phase2;CR;01/09/2007;01/05/2010;Monovolume;MAZ60;Oui;Oui;Oui;Oui;Oui
MAZDA;1430;MAZDA 5   7 Places;CW;01/06/2010;01/02/2015;Monovolume;MAZ65;Oui;Oui;Non;Oui;Oui
MAZDA;1431;MAZDA 6   4 portes;GG1;01/02/2002;01/06/2005;Berline;MAZ70;Oui;Oui;Oui;Non;Oui
MAZDA;1432;MAZDA 6   4 portes  phase2;GG1;01/03/2005;01/08/2007;Berline;MAZ70;Oui;Oui;Oui;Non;Oui
MAZDA;1433;MAZDA 6   4 portes  phase2  MPS;GG1;01/07/2005;01/08/2007;Berline;MAZ70;Oui;Oui;Oui;Non;Non
MAZDA;1434;MAZDA 6   5 portes;GG1;01/04/2002;01/06/2005;Berline;MAZ75;Oui;Oui;Oui;Non;Oui
MAZDA;1435;MAZDA 6   5 portes  phase2;GG1;01/03/2005;01/08/2007;Berline;MAZ75;Oui;Oui;Oui;Non;Oui
MAZDA;1436;MAZDA 6   ;GY1;01/06/2002;01/06/2005;Break;MAZ80;Oui;Oui;Oui;Non;Oui
MAZDA;1437;MAZDA 6   phase2;GY1;01/03/2005;01/08/2007;Break;MAZ80;Oui;Oui;Oui;Non;Oui
MAZDA;1438;MAZDA 6;GH;01/08/2007;01/07/2010;Berline;MAZ85;Oui;Oui;Oui;Non;Oui
MAZDA;1439;MAZDA 6   phase2;GH;01/03/2010;01/12/2012;Berline;MAZ85;Oui;Oui;Oui;Non;Oui
MAZDA;1440;MAZDA 6   ;GH;01/11/2007;01/07/2010;Break;MAZ90;Oui;Oui;Oui;Non;Oui
MAZDA;1441;MAZDA 6   phase2;GH;01/03/2010;01/12/2012;Break;MAZ90;Oui;Oui;Oui;Non;Oui
MAZDA;1442;MAZDA 6;GJ-GL;01/01/2013;01/05/2015;Berline;MAZ92;Oui;Oui;Oui;Non;Oui
MAZDA;1443;MAZDA 6   phase2;GJ-GL;01/05/2015;01/05/2018;Berline;MAZ92;Oui;Oui;Oui;Non;Oui
MAZDA;1444;MAZDA 6   phase3;GJ-GL;01/05/2018;à ce jour;Berline;MAZ92;Oui;Oui;Oui;Non;Oui
MAZDA;1445;MAZDA 6;GJ-GL;01/01/2013;01/05/2015;Break;MAZ93;Oui;Oui;Oui;Non;Oui
MAZDA;1446;MAZDA 6   phase2;GJ-GL;01/05/2015;01/05/2018;Break;MAZ93;Oui;Oui;Oui;Non;Oui
MAZDA;1447;MAZDA 6   phase3;GJ-GL;01/05/2018;à ce jour;Break;MAZ93;Oui;Oui;Oui;Non;Oui
MAZDA;1448;MAZDA 626   4éme génération;GD-GV;01/10/1987;01/02/1992;Berline;MAZ95;Oui;Oui;Oui;Non;Oui
MAZDA;1449;MAZDA 626   4éme génération;GV;01/03/1992;01/10/1997;Berline;MAZ95;Oui;Oui;Oui;Non;Oui
MAZDA;1450;MAZDA 626   5éme génération;GE;01/08/1991;01/05/1997;Berline;MAZ100;Oui;Non;Oui;Non;Non
MAZDA;1451;MAZDA 626   6éme génération;GF-GW;01/06/1997;01/09/1999;Berline;MAZ105;Oui;Oui;Oui;Non;Oui
MAZDA;1452;MAZDA 626   6éme génération;GF-GW( FL);01/10/1999;01/05/2002;Berline;MAZ105;Oui;Oui;Oui;Non;Oui
MAZDA;1453;MAZDA BT50;;01/08/2006;01/12/2012;4X4;MAZ110;Oui;Oui;Oui;Non;Non
MAZDA;1454;MAZDA CX3;;01/04/2015;à ce jour;4X4;MAZ113;Oui;Oui;Oui;Non;Oui
MAZDA;1455;MAZDA CX3;FL;01/07/2018;à ce jour;4X4;MAZ113;Oui;Oui;Oui;Non;Oui
MAZDA;1456;MAZDA CX5;;01/01/2012;01/04/2015;4X4;MAZ115;Oui;Oui;Oui;Non;Oui
MAZDA;1457;MAZDA CX5  phase2;;01/05/2015;01/04/2017;4X4;MAZ115;Oui;Oui;Oui;Non;Oui
MAZDA;1458;MAZDA CX5  II;;01/05/2017;à ce jour;4X4;MAZ116;Oui;Oui;Oui;Non;Oui
MAZDA;1459;MAZDA CX7  ;;01/05/2007;01/05/2009;4X4;MAZ120;Oui;Non;Oui;Non;Oui
MAZDA;1460;MAZDA CX7   phase2;;01/06/2009;01/10/2013;4X4;MAZ120;Oui;Non;Oui;Non;Oui
MAZDA;1461;MAZDA DEMIO;;01/05/1998;01/03/2003;Break;MAZ125;Oui;Oui;Oui;Non;Oui
MAZDA;1462;MAZDA MPV BANQUETTE;;01/12/1995;01/10/1999;P Monospace;MAZ130;Oui;Oui;Non;Non;Oui
MAZDA;1463;MAZDA MPV SIEGES;;01/12/1995;01/10/1999;P Monospace;MAZ135;Oui;Oui;Non;Non;Oui
MAZDA;1464;MAZDA MPV  II;;01/06/1999;01/07/2002;P Monospace;MAZ140;Oui;Non;Non;Non;Oui
MAZDA;1465;MAZDA MPV  II phase2;FL;01/03/2002;01/05/2006;P Monospace;MAZ140;Oui;Non;Non;Non;Oui
MAZDA;1466;MAZDA MX3;;01/03/1991;01/02/1998;Coupé;MAZ145;Oui;Oui;Non;Non;Non
MAZDA;1467;MAZDA MX5  I;NA;01/04/1990;01/02/1998;Coupé;MAZ150;Oui;Non;Non;Non;Non
MAZDA;1468;MAZDA MX5  II ;NB;01/03/1998;01/08/2000;Coupé;MAZ155;Oui;Non;Non;Non;Non
MAZDA;1469;MAZDA MX5  II  phase2;NB(FL);01/08/2000;01/03/2005;Coupé;MAZ155;Oui;Non;Non;Non;Non
MAZDA;1470;MAZDA MX5  III  roadster;NC;01/03/2005;01/04/2013;Coupé;MAZ160;Oui;Non;Non;Non;Non
MAZDA;1471;MAZDA MX5  III;NC (CC);01/10/2007;01/09/2012;Coupé;MAZ160;Oui;Non;Non;Non;Non
MAZDA;1472;MAZDA MX5  III  phase2;NC (FL);01/09/2012;à ce jour;Coupé;MAZ160;Oui;Non;Non;Non;Non
MAZDA;1473;MAZDA MX5  IV;ND;01/05/2015;à ce jour;Coupé;MAZ162;Oui;Non;Non;Non;Non
MAZDA;1474;MAZDA PREMACY;;01/08/1999;01/06/2001;Monovolume;MAZ165;Oui;Oui;Oui;Non;Oui
MAZDA;1475;MAZDA PREMACY;FL;01/07/2001;01/08/2005;Monovolume;MAZ165;Oui;Oui;Oui;Non;Oui
MAZDA;1476;MAZDA RX-8  ;;01/02/2003;01/01/2009;Coupé;MAZ170;Oui;Non;Oui;Non;Non
MAZDA;1477;MAZDA RX-8   phase2;;01/04/2008;01/12/2013;Coupé;MAZ170;Oui;Non;Oui;Non;Non
MAZDA;1478;MAZDA XEDOS 6;;01/10/1991;01/11/1999;Berline;MAZ175;Oui;Oui;Non;Non;Non
MAZDA;1479;MAZDA XEDOS 9  ;;01/10/1993;01/08/2000;Berline;MAZ180;Oui;Non;Oui;Non;Non
MAZDA;1480;MAZDA XEDOS 9  ;;01/09/2000;01/12/2002;Berline;MAZ180;Oui;Non;Oui;Non;Non
MAZDA;1481;MAZDA CX30;;01/09/2019;à ce jour;suv;MAZ185;Oui;Oui;Oui;Non;Oui
MERCEDES;1482;MERCEDES 190 W201;W201;01/12/1982;01/12/1993;Berline;MER10;Oui;Oui;Oui;Non;Oui
MERCEDES;1483;MERCEDES CITAN;W415;01/10/2012;à ce jour;Monovolume;MER20;Oui;Oui;Non;Non;Oui
MERCEDES;1484;MERCEDES CITAN 2021;W415;01/10/2012;à ce jour;P Utilitaire;MER20;Oui;Non;Non;Non;Non
MERCEDES;1485;MERCEDES CLASSE A - W168;W168;01/05/1997;01/08/2004;Monovolume;MER25;Oui;Non;Non;Non;Oui
MERCEDES;1486;MERCEDES CLASSE A - W168;W168;01/05/1997;01/08/2004;Berline;MER30;Oui;Oui;Oui;Non;Oui
MERCEDES;1487;MERCEDES CLASSE A - W169;W169;01/07/2004;01/03/2008;Monovolume;MER35;Oui;Oui;Oui;Non;Oui
MERCEDES;1488;MERCEDES CLASSE A - W169 phase2  3P;W169;01/04/2008;01/08/2012;Monovolume;MER35;Oui;Oui;Oui;Non;Oui
MERCEDES;1489;MERCEDES CLASSE A - W169 phase2  5P;W169;01/04/2008;01/08/2012;Monovolume;MER35;Oui;Oui;Oui;Non;Oui
MERCEDES;1490;MERCEDES CLASSE A - W176;W176;01/09/2012;01/06/2015;Monovolume;MER40;Oui;Oui;Oui;Non;Oui
MERCEDES;1491;MERCEDES CLASSE A - W176  phase2;W176;01/07/2015;01/02/2018;Monovolume;MER40;Oui;Oui;Oui;Non;Oui
MERCEDES;1492;MERCEDES CLASSE A W168 FAMILY;W168;01/03/2001;01/06/2004;Monovolume;MER45;Oui;Non;Non;Non;Oui
MERCEDES;1493;MERCEDES CLASSE A W168 FAMILY;W168;01/03/2001;01/06/2004;Berline;MER50;Oui;Oui;Oui;Non;Oui
MERCEDES;1494;MERCEDES  CLASSE A  V177;W177;01/07/2018;à ce jour;Berline;MER51;Oui;Oui;Oui;Non;Oui
MERCEDES;1495;MERCEDES  CLASSE A  W177;W177;01/03/2018;à ce jour;HATCHBACK;MER52;Oui;Oui;Oui;Non;Oui
MERCEDES;1496;MERCEDES CLASSE B  W245;W245;01/05/2005;01/03/2008;Berline;MER55;Oui;Oui;Oui;Non;Oui
MERCEDES;1497;MERCEDES CLASSE B  W245  phase2;W245;01/04/2008;01/08/2011;Berline;MER55;Oui;Oui;Oui;Non;Oui
MERCEDES;1498;MERCEDES CLASSE B  W246;W246;01/09/2011;01/08/2014;Berline;MER60;Oui;Oui;Oui;Non;Oui
MERCEDES;1499;MERCEDES CLASSE B  W246  phase2;W246;01/09/2014;01/01/2019;Berline;MER60;Oui;Oui;Oui;Non;Oui
MERCEDES;1500;MERCEDES CLASSE B  W247;W247;01/02/2019;à ce jour;Berline;MER61;Oui;Non;Oui;Non;Oui
MERCEDES;1501;MERCEDES CLA  X117  (shooting brake);type117;01/02/2015;01/01/2016;Break;MER64;Oui;Oui;Oui;Non;Oui
MERCEDES;1502;MERCEDES CLA  X117  (shooting brake)  phase2;type117;01/02/2016;01/03/2019;Break;MER64;Oui;Oui;Oui;Non;Oui
MERCEDES;1503;MERCEDES CLA  C117  coupé;type117;01/02/2013;01/01/2016;Coupé;MER65;Oui;Oui;Oui;Non;Oui
MERCEDES;1504;MERCEDES CLA  C117  coupé  phase2;type117;01/02/2016;01/03/2019;Coupé;MER65;Oui;Oui;Oui;Non;Oui
MERCEDES;1505;MERCEDES GLA X156;X156;01/11/2013;01/01/2017;SUV;MER66;Oui;Oui;Oui;Non;Oui
MERCEDES;1506;MERCEDES GLA X156 phase2;X156;01/02/2017;à ce jour;SUV;MER66;Oui;Oui;Oui;Non;Oui
MERCEDES;1507;MERCEDES GLA  X247;TYPE 247;01/01/2020;à ce jour;SUV;MER67;Oui;Non;Oui;Non;Oui
MERCEDES;1508;MERCEDES GLB  X247;TYPE 247;01/08/2019;à ce jour;SUV;MER68;Oui;Non;Oui;Non;Oui
MERCEDES;1509;MERCEDES CL  C215  ;type215;01/08/1999;01/04/2006;Coupé;MER70;Oui;Non;Oui;Non;Oui
MERCEDES;1510;MERCEDES CLK  - C208;type208;01/06/1997;01/02/2002;Coupé;MER75;Oui;Oui;Oui;Non;Oui
MERCEDES;1511;MERCEDES CLK  - A208;type208;01/06/1998;01/01/2003;Cabriolet;MER80;Oui;Oui;Oui;Non;Non
MERCEDES;1512;MERCEDES CLK  - C209;type209;01/03/2002;01/12/2013;Coupé;MER85;Oui;Oui;Oui;Non;Oui
MERCEDES;1513;MERCEDES CLS  W219;type219;01/07/2004;01/12/2012;Berline;MER90;Oui;Non;Oui;Non;Oui
MERCEDES;1514;MERCEDES CLS  C219  phase2;type219;01/02/2008;01/12/2015;Coupé;MER95;Oui;Non;Oui;Non;Non
MERCEDES;1515;MERCEDES CLS  X218 (shooting brake);type218;01/07/2012;01/06/2014;Break;MER100;Oui;Oui;Oui;Non;Oui
MERCEDES;1516;MERCEDES CLS  X218 (shooting brake) phase2;type218;01/07/2014;01/12/2017;Break;MER100;Oui;Oui;Oui;Non;Oui
MERCEDES;1517;MERCEDES CLASSE C W202  berline;type202;01/03/1993;01/03/2000;Berline;MER105;Oui;Oui;Oui;Non;Oui
MERCEDES;1518;MERCEDES CLASSE C S202   break;type202;01/03/1996;01/02/2001;Break;MER110;Oui;Oui;Oui;Non;Oui
MERCEDES;1519;MERCEDES CLASSE C W203  berline;type203;01/04/2000;01/12/2003;Berline;MER115;Oui;Oui;Oui;Non;Oui
MERCEDES;1520;MERCEDES CLASSE C W203  berline phase2;type203;01/01/2004;01/12/2006;Berline;MER115;Oui;Oui;Oui;Non;Oui
MERCEDES;1521;MERCEDES CLASSE C S203  break;type203;01/03/2001;01/12/2003;Break;MER120;Oui;Oui;Oui;Non;Oui
MERCEDES;1522;MERCEDES CLASSE C S203  break  phase2;type203;01/01/2004;01/08/2007;Break;MER120;Oui;Oui;Oui;Non;Oui
MERCEDES;1523;MERCEDES CLASSE C CL203   coupé;type203;01/09/2000;01/12/2003;Coupé;MER125;Oui;Oui;Oui;Non;Oui
MERCEDES;1524;MERCEDES CLASSE C CL203   coupé  phase2;type203;01/01/2004;01/02/2008;Coupé;MER125;Oui;Oui;Oui;Non;Oui
MERCEDES;1525;MERCEDES CLASSE C W204  berline;type204;01/01/2007;01/02/2011;Berline;MER130;Oui;Oui;Oui;Non;Oui
MERCEDES;1526;MERCEDES CLASSE C W204  berline  phase2;type204;01/03/2011;01/12/2015;Berline;MER130;Oui;Oui;Oui;Non;Oui
MERCEDES;1527;MERCEDES CLASSE C W205 berline;type205;01/03/2014;01/04/2021;Berline;MER131;Oui;Oui;Oui;Non;Oui
MERCEDES;1528;MERCEDES CLASSE C S205 break;type205;01/10/2014;01/04/2021;Break;MER132;Oui;Oui;Oui;Non;Oui
MERCEDES;1529;MERCEDES CLASSE C S204   break;type204;01/09/2007;01/02/2011;Break;MER135;Oui;Oui;Oui;Non;Oui
MERCEDES;1530;MERCEDES CLASSE C S204   break  phase2;type204;01/03/2011;01/07/2014;Break;MER135;Oui;Oui;Oui;Non;Oui
MERCEDES;1531;MERCEDES CLASSE C C204   coupé;type204;01/04/2011;01/08/2015;Coupé;MER140;Oui;Oui;Oui;Non;Oui
MERCEDES;1532;MERCEDES CLASSE C W206;type206;01/04/2021;à ce jour;Berline;MER141;Oui;Oui;Oui;Non;Oui
MERCEDES;1533;MERCEDES CLASSE C S206;type206;01/04/2021;à ce jour;Break;MER142;Oui;Oui;Oui;Non;Non
MERCEDES;1534;MERCEDES  W123  berline;type123;01/01/1976;01/01/1985;Berline;MER145;Oui;Non;Oui;Non;Oui
MERCEDES;1535;MERCEDES  S123  ;type123;01/02/1978;01/01/1985;Break;MER145;Oui;Non;Oui;Non;Non
MERCEDES;1536;MERCEDES  C123  coupé;type123;01/03/1977;01/07/1985;Coupé;MER150;Oui;Non;Oui;Non;Oui
MERCEDES;1537;MERCEDES CLASSE E  W124  berline;type124;01/12/1984;01/06/1993;Berline;MER155;Oui;Oui;Oui;Non;Oui
MERCEDES;1538;MERCEDES CLASSE E  W124  berline;type124;01/07/1993;01/09/1995;Berline;MER155;Oui;Oui;Oui;Non;Oui
MERCEDES;1539;MERCEDES CLASSE E  S124  break;type124;01/03/1986;01/06/1993;Break;MER160;Oui;Oui;Oui;Non;Oui
MERCEDES;1540;MERCEDES CLASSE E  S124  break;type124;01/07/1993;01/06/1996;Break;MER160;Oui;Oui;Oui;Non;Oui
MERCEDES;1541;MERCEDES CLASSE E  A124  cabriolet;type124;01/09/1991;01/06/1993;Cabriolet;MER165;Oui;Non;Oui;Non;Oui
MERCEDES;1542;MERCEDES CLASSE E  A124  cabriolet;type124;01/07/1993;01/03/1998;Cabriolet;MER165;Oui;Non;Oui;Non;Oui
MERCEDES;1543;MERCEDES CLASSE E  C124  coupé;type124;01/03/1987;01/06/1993;Coupé;MER170;Oui;Oui;Oui;Non;Non
MERCEDES;1544;MERCEDES CLASSE E  C124  coupé;type124;01/07/1993;01/03/1998;Coupé;MER170;Oui;Oui;Oui;Non;Non
MERCEDES;1545;MERCEDES CLASSE E  C124  coupé UK;type124ANGLAIS;01/03/1987;01/06/1993;Coupé;MER171;Oui;Oui;Oui;Non;Non
MERCEDES;1546;MERCEDES CLASSE E  C124  coupé UK;type124ANGLAIS;01/07/1993;01/03/1998;Coupé;MER171;Oui;Oui;Oui;Non;Non
MERCEDES;1547;MERCEDES CLASSE E W210   berline;type210;01/04/1995;01/03/2002;Berline;MER175;Oui;Oui;Oui;Non;Oui
MERCEDES;1548;MERCEDES CLASSE E S210  break;type210;01/03/1996;01/03/2003;Break;MER180;Oui;Oui;Oui;Non;Oui
MERCEDES;1549;MERCEDES CLASSE E W211  berline;type211;01/03/2002;01/03/2006;Berline;MER185;Oui;Oui;Oui;Non;Oui
MERCEDES;1550;MERCEDES CLASSE E W211  berline  phase2;type211;01/01/2006;01/12/2013;Berline;MER185;Oui;Oui;Oui;Non;Oui
MERCEDES;1551;MERCEDES CLASSE E S211  break;type211;01/01/2003;01/03/2006;Break;MER190;Oui;Oui;Oui;Non;Oui
MERCEDES;1552;MERCEDES CLASSE E S211  break   phase2;type211;01/04/2006;01/12/2013;Break;MER190;Oui;Oui;Oui;Non;Oui
MERCEDES;1553;MERCEDES CLASSE E W212  berline;type212;01/03/2009;01/02/2013;Berline;MER195;Oui;Oui;Oui;Non;Oui
MERCEDES;1554;MERCEDES CLASSE E W212  berline  phase2;type212;01/02/2013;01/12/2015;Berline;MER195;Oui;Oui;Oui;Non;Oui
MERCEDES;1555;MERCEDES CLASSE E S212  ;type212;01/03/2009;01/02/2013;Break;MER195;Oui;Oui;Oui;Non;Non
MERCEDES;1556;MERCEDES CLASSE E S212 phase2;type212;01/02/2013;01/09/2019;Break;MER195;Oui;Oui;Oui;Non;Non
MERCEDES;1557;MERCEDES CLASSE E W213  berline;type213;01/01/2016;01/09/2020;Berline;MER196;Oui;Non;Oui;Non;Oui
MERCEDES;1558;MERCEDES CLASSE E W213  berline  phase2;type213;01/09/2020;à ce jour;Berline;MER196;Oui;Non;Oui;Non;Oui
MERCEDES;1559;MERCEDES CLASSE E S213  all terrain;type213;01/10/2016;01/09/2020;Break;MER197;Oui;Non;Oui;Non;Oui
MERCEDES;1560;MERCEDES CLASSE E S213  all terrain  phase2;type213;01/09/2020;à ce jour;Break;MER197;Oui;Non;Oui;Non;Oui
MERCEDES;1561;MERCEDES CLASSE E  C207 coupé;type207;01/05/2009;01/12/2014;Coupé;MER200;Oui;Oui;Oui;Non;Oui
MERCEDES;1562;MERCEDES CLASSE E  C207 coupé  phase2;type207;01/05/2013;01/12/2016;Coupé;MER200;Oui;Oui;Oui;Non;Oui
MERCEDES;1563;MERCEDES CLASSE E  A207 ;type207;01/03/2010;01/12/2014;Cabriolet;MER200;Oui;Oui;Oui;Non;Oui
MERCEDES;1564;MERCEDES CLASSE E  A207  phase2;type207;01/05/2013;01/05/2017;Cabriolet;MER200;Oui;Oui;Oui;Non;Oui
MERCEDES;1565;MERCEDES G Long;type463;01/09/1989;01/03/2018;4X4;MER205;Oui;Non;Oui;Non;Oui
MERCEDES;1566;MERCEDES G Court;type463;01/09/1989;01/03/2018;4X4;MER210;Oui;Non;Oui;Non;Oui
MERCEDES;1567;MERCEDES GLC  X253;type253;01/07/2015;01/03/2019;SUV;MER213;Oui;Oui;Oui;Non;Oui
MERCEDES;1568;MERCEDES GLC  X253  phase2;type253;01/04/2019;à ce jour;SUV;MER213;Oui;Oui;Oui;Non;Oui
