marque_voiture;id_voiture;modele_voiture;constructor_code;year_start;year_end;car_type ;car_code;AVTS;PONT;firstrow;secondrow;carboot
AIWAYS;1;U5;electrique;01/08/2020;à ce jour;SUV;AIW05;Oui;Non;Oui;Non;Oui
ALFA;2;ALFA 33;905;01/05/1983;01/07/1989;Berline;ALF10;Oui;Non;Oui;Non;Non
ALFA;3;ALFA 75;           162b;01/05/1985;01/12/1993;Berline;ALF15;Oui;Oui;Oui;Non;Non
ALFA;4;ALFA 145;;01/09/1994;01/06/2001;Berline;ALF20;Oui;Oui;Oui;Non;Non
ALFA;5;ALFA 146;;01/12/1994;01/06/2001;Berline;ALF25;Oui;Oui;Oui;Non;Oui
ALFA;6;ALFA 147;;01/10/2000;01/09/2004;Berline;ALF30;Oui;Oui;Oui;Non;Oui
ALFA;7;ALFA 147;phase2;01/10/2004;01/01/2010;Berline;ALF30;Oui;Oui;Oui;Non;Oui
ALFA;8;ALFA 155;;01/11/1991;31/12/1995;Berline;ALF35;Oui;Oui;Oui;Non;Oui
ALFA;9;ALFA 155  super;phase2;31/12/1995;01/08/1997;Berline;ALF35;Oui;Oui;Oui;Non;Oui
ALFA;10;ALFA 156;;01/09/1997;01/03/2003;Berline;ALF40;Oui;Oui;Oui;Non;Oui
ALFA;11;ALFA 156;FL FACELIFT;01/04/2003;01/11/2006;Berline;ALF40;Oui;Oui;Oui;Non;Oui
ALFA;12;ALFA 156 SPORTWAGON;;01/09/1997;01/03/2003;Break;ALF45;Oui;Oui;Oui;Non;Oui
ALFA;13;ALFA 156 SPORTWAGON;FL FACELIFT;01/04/2003;01/06/2007;Break;ALF45;Oui;Oui;Oui;Non;Oui
ALFA;14;ALFA 156 CROSSWAGEN;FL;01/09/2004;01/06/2007;Break;ALF45;Oui;Oui;Oui;Non;Oui
ALFA;15;ALFA 159 phase1;;01/05/2005;01/02/2008;Berline;ALF50;Oui;Oui;Oui;Non;Oui
ALFA;16;ALFA 159 phase2;;01/02/2008;01/06/2010;Berline;ALF50;Oui;Oui;Oui;Non;Oui
ALFA;17;ALFA 159 phase3;;01/06/2010;01/05/2013;Berline;ALF50;Oui;Oui;Oui;Non;Oui
ALFA;18;ALFA 159 phase1;;01/05/2005;01/02/2008;Break;ALF55;Oui;Oui;Oui;Non;Oui
ALFA;19;ALFA 159 phase2;;01/02/2008;01/06/2010;Break;ALF55;Oui;Oui;Oui;Non;Oui
ALFA;20;ALFA 159 phase3;;01/06/2010;01/05/2013;Break;ALF55;Oui;Oui;Oui;Non;Oui
ALFA;21;ALFA 164;;01/01/1987;01/09/1992;Berline;ALF60;Oui;Oui;Oui;Non;Non
ALFA;22;ALFA 164;FL92;01/09/1992;01/09/1998;Berline;ALF60;Oui;Oui;Oui;Non;Non
ALFA;23;ALFA 164;SUPER;01/09/1992;01/09/1998;Berline;ALF60;Oui;Oui;Oui;Non;Non
ALFA;24;ALFA 166;;01/10/1998;01/09/2003;Berline;ALF65;Oui;Oui;Oui;Non;Oui
ALFA;25;ALFA 166;FL;01/10/2003;01/12/2007;Berline;ALF65;Oui;Oui;Oui;Non;Oui
ALFA;26;ALFA BRERA entraxes fixation 40cm;;01/01/2006;01/10/2010;Coupé;ALF70;Oui;Non;Oui;Non;Oui
ALFA;27;ALFA BRERA entraxes fixation 25cm;;01/01/2006;01/10/2010;Coupé;ALF71;Oui;Non;Oui;Non;Oui
ALFA;28;ALFA 4C;;01/03/2013;à ce jour;Coupé;ALF72;Oui;Non;Non;Non;Non
ALFA;29;ALFA 4C spider;960;01/03/2014;à ce jour;SPIDER;ALF72;Oui;Non;Non;Non;Non
ALFA;30;ALFA 8C   COMPETIZIONE;920;01/01/2007;01/10/2009;Coupé;ALF75;Oui;Non;Non;Non;Non
ALFA;31;ALFA 8C   SPIDER;920;01/01/2008;01/10/2010;Coupé;ALF75;Oui;Non;Non;Non;Non
ALFA;32;ALFA GIULIETTA   II;;01/03/2010;01/09/2013;Berline;ALF80;Oui;Oui;Oui;Non;Oui
ALFA;33;ALFA GIULIETTA   II phase2;;01/09/2013;à ce jour;Berline;ALF80;Oui;Oui;Oui;Non;Oui
ALFA;34;ALFA GIULIETTA   FL2;FL2;01/02/2016;à ce jour;Berline;ALF80;Oui;Oui;Oui;Non;Oui
ALFA;35;ALFA GUILIA ;952;01/05/2016;à ce jour;Berline;ALF81;Oui;Oui;Oui;Non;Oui
ALFA;36;ALFA GT;937;01/03/2003;01/06/2010;Coupé;ALF85;Oui;Oui;Oui;Non;Oui
ALFA;37;ALFA GTV/SPIDER   I   serie2;zar116;01/12/1980;01/09/1987;Coupé/Cabriolet;ALF87;Oui;Non;Non;Non;Non
ALFA;38;ALFA GTV  II;zar916;01/05/1995;01/02/2003;Coupé;ALF90;Oui;Non;Oui;Non;Non
ALFA;39;ALFA GTV  III;zar916;01/03/2003;01/02/2006;Coupé;ALF90;Oui;Non;Oui;Non;Non
ALFA;40;ALFA SPIDER  II;zar916;01/05/1995;01/02/2003;Cabriolet;ALF90;Oui;Non;Oui;Non;Non
ALFA;41;ALFA SPIDER  II  serie2;zar916;01/03/2003;01/02/2006;Cabriolet;ALF90;Oui;Non;Oui;Non;Non
ALFA;42;ALFA SPIDER  III;zar916;01/03/2006;01/09/2010;Cabriolet;ALF90;Oui;Non;Oui;Non;Non
ALFA;43;ALFA MITO phase1;;01/09/2008;01/12/2010;Berline;ALF95;Oui;Oui;Oui;Non;Oui
ALFA;44;ALFA MITO phase2;;01/07/2010;à ce jour;Berline;ALF95;Oui;Oui;Oui;Non;Oui
ALFA;45;ALFA MITO phase3;;01/05/2013;à ce jour;Berline;ALF95;Oui;Oui;Oui;Non;Oui
ALFA;46;ALFA SPIDER;tipo939,brera spider;01/01/2006;01/09/2010;Coupé/Cabriolet;ALF100;Oui;Non;Non;Non;Non
ALFA;47;ALFA STELVIO SUV 2017;;01/04/2017;31/12/2019;4X4;ALF105;Oui;Oui;Oui;Non;Oui
ALFA;48;ALFA STELVIO SUV 2017  phase2;;31/12/2019;à ce jour;4X4;ALF105;Oui;Oui;Oui;Non;Oui
ASTON MARTIN ;49;ASTON MARTIN  DB7     ( 6  CYLINDRES EN LIGNE);;01/01/1993;31/12/1998;Coupé;AST10;Oui;Non;Oui;Non;Non
ASTON MARTIN ;50;ASTON MARTIN  DB7     ( V12) VOLANT à DROIT;;01/01/2000;31/12/2003;Coupé;UK126;Oui;Non;Oui;Non;Non
ASTON MARTIN ;51;ASTON MARTIN  DB7 vantage ( V12) VOLANT à gauche;;01/01/2000;31/12/2003;Coupé;AST11;Oui;Non;Non;Non;Non
ASTON MARTIN ;52;ASTON MARTIN  DB9;;01/01/2004;à ce jour;Coupé;AST15;Oui;Non;Oui;Non;Non
ASTON MARTIN ;53;ASTON MARTIN  VANTAGE  (V8);;01/01/2005;31/12/2018;Coupé;AST20;Oui;Non;Non;Non;Non
ASTON MARTIN ;54;ASTON MARTIN  VIRAGE  (V8);;01/10/1988;01/06/1998;Coupé;AST22;Oui;Non;Non;Non;Non
ASTON MARTIN ;55;ASTON MARTIN  RAPIDE;;01/03/2010;à ce jour;Coupé;AST25;Oui;Non;Oui;Non;Non
AUDI;56;AUDI 80;B2;01/09/1978;01/03/1987;Berline;AUD10;Oui;Oui;Oui;Non;Oui
AUDI;57;AUDI 80        ;B2;01/01/1986;01/03/1987;Berline;AUD11;Oui;Oui;Oui;Non;Oui
AUDI;58;AUDI 80;B3;01/08/1986;01/08/1991;Berline;AUD15;Oui;Oui;Oui;Non;Oui
AUDI;59;AUDI 80;B3;01/08/1986;01/08/1991;Break;AUD20;Oui;Oui;Oui;Non;Oui
AUDI;60;AUDI 80;B4;01/09/1991;01/06/1995;Berline;AUD15;Oui;Oui;Oui;Non;Non
AUDI;61;AUDI 90;B3;01/08/1986;01/08/1991;Berline;AUD25;Oui;Oui;Oui;Non;Oui
AUDI;62;AUDI 90;B3;01/08/1986;01/08/1991;Break;AUD30;Oui;Oui;Oui;Non;Oui
AUDI;63;AUDI 80 cabriolet;8G;01/06/1991;01/08/2000;Cabriolet;AUD35;Oui;Non;Oui;Non;Non
AUDI;64;AUDI 100;C4;01/11/1990;01/07/1994;Berline;AUD40;Oui;Non;Oui;Non;Non
AUDI;65;AUDI 100;C3;01/10/1982;01/10/1990;Berline;AUD45;Oui;Non;Oui;Non;Oui
AUDI;66;AUDI 200;44Q;01/10/1982;01/10/1990;Berline;AUD46;Oui;Non;Oui;Non;Oui
AUDI;67;AUDI  QUATTRO;B3;01/11/1988;01/05/1995;coupe;AUD50;Oui;Non;Oui;Non;Non
AUDI;68;AUDI 200 QUATTRO-V8;C3 (44);01/07/1983;01/07/1993;Berline;AUD55;Oui;Non;Oui;Non;Non
AUDI;69;AUDI S2  QUATTRO;;01/09/1991;01/06/1995;COUPE;AUD57;Oui;Non;Oui;Non;Non
AUDI;70;AUDI A1;8X;01/05/2010;à ce jour;Berline;AUD60;Oui;Non;Oui;Non;Oui
AUDI;71;AUDI A1   sportback                    phase2;8X;01/11/2014;à ce jour;Berline;AUD60;Oui;Non;Oui;Non;Oui
AUDI;72;AUDI A1 SPORTBACK;type GB;01/07/2018;à ce jour;Berline;AUD61;Oui;Non;Oui;Non;Oui
AUDI;73;AUDI A1 citycarver;type GB;01/07/2019;à ce jour;Berline;AUD61;Oui;Non;Oui;Non;Oui
AUDI;74;AUDI A2;8Z  (AU24);01/07/2000;01/08/2005;Berline;AUD65;Oui;Oui;Oui;Non;Oui
AUDI;75;AUDI A3;8L  (AU34);01/09/1996;01/08/2000;Berline;AUD70;Oui;Non;Oui;Non;Oui
AUDI;76;AUDI A3 QUATTRO;8L  (AU34);01/08/1997;01/08/2000;Berline;AUD70;Oui;Non;Oui;Non;Oui
AUDI;77;AUDI A3 PHASE 2;8L  (AU34);01/09/2000;01/06/2003;Berline;AUD70;Oui;Non;Oui;Non;Oui
AUDI;78;AUDI A3 QUATTRO PHASE 2;8L  (AU34);01/09/2000;01/06/2003;Berline;AUD70;Oui;Non;Oui;Non;Oui
AUDI;79;AUDI A3   3 portes;8P;01/05/2003;01/06/2008;Berline;AUD75;Oui;Oui;Oui;Non;Oui
AUDI;80;AUDI A3   3 portes  phase 2;8P;01/07/2008;01/08/2012;Berline;AUD75;Oui;Oui;Oui;Non;Oui
AUDI;81;AUDI A3   3 portes quattro;8P;01/07/2003;01/06/2008;Berline;AUD75;Oui;Oui;Oui;Non;Oui
AUDI;82;AUDI A3   3 portes  quattro phase 2;8P;01/07/2008;01/08/2012;Berline;AUD75;Oui;Oui;Oui;Non;Oui
AUDI;83;AUDI A3   5 portes  sportback;8P;01/09/2004;01/06/2008;Berline;AUD80;Oui;Oui;Oui;Non;Oui
AUDI;84;AUDI A3   5 portes  sportback  phase 2;8P;01/07/2008;01/12/2014;Berline;AUD80;Oui;Oui;Oui;Non;Oui
AUDI;85;AUDI A3   5 portes  sportback quattro;8P;01/09/2004;01/06/2008;Berline;AUD80;Oui;Oui;Oui;Non;Oui
AUDI;86;AUDI A3   5 portes  sportback quattro phase 2;8P;01/07/2008;01/03/2013;Berline;AUD80;Oui;Oui;Oui;Non;Oui
AUDI;87;AUDI A3  - 3  portes  3eme generation;8V;01/04/2012;01/04/2016;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;88;AUDI A3  - 3  portes  3eme generation  quattro;8V;01/08/2012;01/04/2016;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;89;AUDI A3  - 3  portes  3eme generation  phase 2;8V;01/05/2016;à ce jour;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;90;AUDI A3  - 3  portes  3eme generation  quattro phase 2;8V;01/05/2016;à ce jour;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;91;AUDI A3  - 5  portes   3eme generation;8V;01/09/2012;01/04/2016;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;92;AUDI A3  - 5  portes   3eme generation quattro;8V;01/11/2012;01/04/2016;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;93;AUDI A3  - 5  portes   3eme generation phase 2;8V;01/05/2016;à ce jour;Berline;AUD86;Oui;Oui;Oui;Non;Oui
AUDI;94;AUDI A3  - 5  portes   3eme generation quattro phase 2;8V;01/05/2016;à ce jour;Berline;AUD86;Oui;Oui;Oui;Non;Oui
AUDI;95;AUDI A3  - 5  portes   3eme generation SPORTBACK phase 2;8V;01/05/2016;à ce jour;Berline;AUD86;Oui;Oui;Oui;Non;Oui
AUDI;96;AUDI A3  - 5  portes   3eme generation SPORTBACK quattro phase 2;8V;01/05/2016;à ce jour;Berline;AUD86;Oui;Oui;Oui;Non;Oui
AUDI;97;AUDI S3  -   3eme generation;8V;01/01/2013;01/03/2020;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;98;AUDI RS3  -   3eme generation;8V;01/01/2013;01/03/2020;Berline;AUD85;Oui;Oui;Oui;Non;Oui
AUDI;99;AUDI A3  cabriolet;8P;01/04/2008;01/05/2013;Cabriolet;AUD90;Oui;Non;Oui;Non;Oui
AUDI;100;AUDI A3  cabriolet;8v;01/10/2013;à ce jour;Cabriolet;AUD92;Oui;Non;Oui;Non;Oui
AUDI;101;AUDI A3  cabriolet;8v (FL);01/05/2016;à ce jour;Cabriolet;AUD92;Oui;Non;Oui;Non;Oui
AUDI;102;AUDI A3  sportback   4eme generation;8Y;01/07/2019;à ce jour;sportback;AUD93;Oui;Non;Oui;Non;Oui
AUDI;103;AUDI A3    4eme generation;8Y;01/11/2019;à ce jour;Berline;AUD94;Oui;Non;Oui;Non;Oui
AUDI;104;AUDI A4  8D2;B5;01/11/1994;01/12/1998;Berline;AUD95;Oui;Oui;Oui;Non;Oui
AUDI;105;AUDI A4  8D2 quattro ;B5;01/11/1994;01/12/1998;Berline;AUD95;Oui;Oui;Oui;Non;Oui
AUDI;106;AUDI A4  AU45;B5;01/11/1994;01/12/1998;Break;AUD100;Oui;Oui;Oui;Non;Oui
AUDI;107;AUDI A4  AVANT QUATTRO 8D5;B5;01/02/1996;01/12/1998;Break;AUD100;Oui;Oui;Oui;Non;Oui
AUDI;108;AUDI A4  8D2  phase 2;B5;01/02/1999;01/11/2000;Berline;AUD105;Oui;Oui;Oui;Non;Oui
AUDI;109;AUDI A4  8D2  phase 2 quattro;B5;01/02/1999;01/11/2000;Berline;AUD105;Oui;Oui;Oui;Non;Oui
AUDI;110;AUDI A4  8D5  phase 2;B5;01/01/1999;01/09/2001;Break/Allroad;AUD110;Oui;Oui;Oui;Non;Oui
AUDI;111;AUDI A4  8D5  phase 2 quattro;B5;01/02/1999;01/09/2001;Break/Allroad;AUD110;Oui;Oui;Oui;Non;Oui
AUDI;112;AUDI A4  8E2;B6B7;01/12/2000;01/12/2004;Berline;AUD115;Oui;Oui;Oui;Non;Oui
AUDI;113;AUDI A4  8E2 QUATTRO;B6B7;01/12/2000;01/12/2004;Berline;AUD115;Oui;Oui;Oui;Non;Oui
AUDI;114;AUDI A4  8EC  PHASE 2;B6B7;01/11/2004;01/06/2008;Berline;AUD115;Oui;Oui;Oui;Non;Oui
AUDI;115;AUDI A4  8EC  PHASE 2 QUATTRO;B6B7;01/11/2004;01/06/2008;Berline;AUD115;Oui;Oui;Oui;Non;Oui
AUDI;116;AUDI A4  8E5 AVANT;B6B7;01/09/2001;01/12/2004;Break/Allroad;AUD120;Oui;Oui;Oui;Non;Oui
AUDI;117;AUDI A4  8E5 AVANT QUATTRO;B6B7;01/09/2001;01/12/2004;Break/Allroad;AUD120;Oui;Oui;Oui;Non;Oui
AUDI;118;AUDI A4  8ED PHASE 2 AVANT;B6B7;01/11/2004;01/06/2008;Break/Allroad;AUD120;Oui;Oui;Oui;Non;Oui
AUDI;119;AUDI A4  8ED PHASE 2 AVANT QUATTRO;B6B7;01/11/2004;01/06/2008;Break/Allroad;AUD120;Oui;Oui;Oui;Non;Oui
AUDI;120;AUDI A4  8K2;B8;01/11/2007;01/10/2011;Berline;AUD125;Oui;Oui;Oui;Non;Oui
AUDI;121;AUDI A4  8K2 quattro;B8;01/11/2007;01/10/2011;Berline;AUD125;Oui;Oui;Oui;Non;Oui
AUDI;122;AUDI A4  8K2 phase2;B8;01/11/2011;01/12/2015;Berline;AUD125;Oui;Oui;Oui;Non;Oui
AUDI;123;AUDI A4  8K2 phase2 quattro;B8;01/11/2011;01/07/2015;Berline;AUD125;Oui;Oui;Oui;Non;Oui
AUDI;124;AUDI A4  8K5 avant;B8;01/04/2008;01/10/2011;Break;AUD130;Oui;Oui;Oui;Non;Oui
AUDI;125;AUDI A4  8K5 avant quattro;B8;01/04/2008;01/10/2011;Break/Allroad;AUD130;Oui;Oui;Oui;Non;Oui
AUDI;126;AUDI A4  8K5 phase 2 avant;B8;01/11/2011;01/07/2015;Break;AUD130;Oui;Oui;Oui;Non;Oui
AUDI;127;AUDI A4  8K5 phase 2 avant quattro;B8;01/11/2011;à ce jour;Break/Allroad;AUD130;Oui;Oui;Oui;Non;Oui
AUDI;128;AUDI A4 8H7;B5;01/04/2002;01/12/2005;Cabriolet;AUD135;Oui;Non;Oui;Non;Oui
AUDI;129;AUDI A4 8H7 QUATTRO;B5;01/04/2002;01/12/2005;Cabriolet;AUD135;Oui;Non;Oui;Non;Oui
AUDI;130;AUDI A4 8HE;B6B7;01/01/2006;01/03/2009;Cabriolet;AUD135;Oui;Non;Oui;Non;Oui
AUDI;131;AUDI A4 8HE QUATTRO;B6B7;01/01/2006;01/03/2009;Cabriolet;AUD135;Oui;Non;Oui;Non;Oui
AUDI;132;AUDI A4    8W2;B9;01/05/2015;01/06/2019;Berline;AUD136;Oui;Oui;Oui;Non;Oui
AUDI;133;AUDI A4    8W2 QUATTRO;B9;01/05/2015;01/06/2019;Berline;AUD136;Oui;Oui;Oui;Non;Oui
AUDI;134;AUDI A4    8W2 PHASE 2;B9;01/07/2019;à ce jour;Berline;AUD136;Oui;Oui;Oui;Non;Oui
AUDI;135;AUDI A4    8W2 QUATTRO PHASE 2;B9;01/07/2019;à ce jour;Berline;AUD136;Oui;Oui;Oui;Non;Oui
AUDI;136;AUDI A4    8W5 AVANT ;B9;01/05/2015;01/06/2019;Break/Allroad;AUD137;Oui;Oui;Oui;Non;Oui
AUDI;137;AUDI A4    8W5 AVANT QUATTRO;B9;01/05/2015;01/06/2019;Break/Allroad;AUD137;Oui;Oui;Oui;Non;Oui
AUDI;138;AUDI A4    8W5 AVANT  PHASE 2;B9;01/07/2019;à ce jour;Break/Allroad;AUD137;Oui;Oui;Oui;Non;Oui
AUDI;139;AUDI A4    8W5 AVANT QUATTRO PHASE 2;B9;01/07/2019;à ce jour;Break/Allroad;AUD137;Oui;Oui;Oui;Non;Oui
AUDI;140;AUDI A4     new 2018/2019 plate forme MLB Evo;B9;01/08/2015;à ce jour;Berline;AUD138;Oui;Non;Oui;Non;Oui
AUDI;141;AUDI A5 coupé;8T;01/06/2007;01/07/2011;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;142;AUDI A5 coupé quattro;8T;01/06/2007;01/07/2011;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;143;AUDI A5 coupé  phase 2;8T3;01/08/2011;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;144;AUDI A5 coupé quattro  phase 2;8T3;01/08/2011;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;145;AUDI A5 II coupé;;01/06/2016;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;146;AUDI A5 II coupé quattro;;01/06/2016;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;147;AUDI A5 II coupé  phase 2;;01/10/2019;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;148;AUDI A5 II coupé quattro  phase 2;;01/10/2019;à ce jour;Coupé;AUD140;Oui;Non;Oui;Non;Oui
AUDI;149;AUDI A5 cabriolet;8F7;01/03/2009;01/08/2011;Cabriolet;AUD145;Oui;Non;Oui;Non;Oui
AUDI;150;AUDI A5 cabriolet PHASE 2;8F7;01/09/2011;à ce jour;Cabriolet;AUD145;Oui;Non;Oui;Non;Oui
AUDI;151;AUDI A5 cabriolet QUATTRO;8F7;01/03/2009;01/08/2011;Cabriolet;AUD145;Oui;Non;Oui;Non;Oui
AUDI;152;AUDI A5 cabriolet QUATTRO PHASE 2;8F7;01/09/2011;à ce jour;Cabriolet;AUD145;Oui;Non;Oui;Non;Oui
AUDI;153;AUDI A5 II cabriolet;;01/11/2016;à ce jour;Cabriolet;AUD146;Oui;Non;Oui;Non;Oui
AUDI;154;AUDI A5 II cabriolet PHASE 2;;01/10/2019;à ce jour;Cabriolet;AUD146;Oui;Non;Oui;Non;Oui
AUDI;155;AUDI A5 sportback;8TA;01/09/2009;01/09/2011;Berline;AUD150;Oui;Non;Oui;Non;Oui
AUDI;156;AUDI A5 sportback QUATTRO;8TA;01/09/2009;01/09/2011;Berline;AUD150;Oui;Non;Oui;Non;Oui
AUDI;157;AUDI A5 sportback PHASE 2;8TA;01/08/2011;à ce jour;Berline;AUD150;Oui;Non;Oui;Non;Oui
AUDI;158;AUDI A5 sportback QUATTRO PHASE 2;8TA;01/08/2011;à ce jour;Berline;AUD150;Oui;Non;Oui;Non;Oui
AUDI;159;AUDI A5 II sportback;;01/09/2016;à ce jour;Berline;AUD151;Oui;Non;Oui;Non;Oui
AUDI;160;AUDI A5 II sportback QUATTRO;;01/06/2016;à ce jour;Berline;AUD151;Oui;Non;Oui;Non;Oui
AUDI;161;AUDI A5 II sportback PHASE 2;;01/10/2019;à ce jour;Berline;AUD151;Oui;Non;Oui;Non;Oui
AUDI;162;AUDI A5 II sportback PHASE 2 QUATTRO;;01/10/2019;à ce jour;Berline;AUD151;Oui;Non;Oui;Non;Oui
AUDI;163;AUDI A6  ;C4  AU55;01/07/1994;01/03/1997;Berline;AUD155;Oui;Oui;Oui;Non;Non
AUDI;164;AUDI A6  QUATTRO;C4  AU55;01/07/1994;01/03/1997;Berline;AUD155;Oui;Oui;Oui;Non;Non
AUDI;165;AUDI A6  AVANT;C4  AU55;01/06/1994;01/09/1997;Break;AUD160;Oui;Oui;Oui;Non;Oui
AUDI;166;AUDI A6  AVANT  QUATTRO;C4  AU55;01/06/1994;01/09/1997;Break;AUD160;Oui;Oui;Oui;Non;Oui
AUDI;167;AUDI A6;C5;01/04/1997;01/05/2001;Berline;AUD165;Oui;Non;Oui;Non;Oui
AUDI;168;AUDI A6 PHASE 2;C5;01/06/2001;01/05/2004;Berline;AUD165;Oui;Non;Oui;Non;Oui
AUDI;169;AUDI A6 QUATTRO;C5;01/04/1997;01/05/2001;Berline;AUD165;Oui;Non;Oui;Non;Oui
AUDI;170;AUDI A6 PHASE 2 QUATTRO;C5;01/06/2001;01/05/2004;Berline;AUD165;Oui;Non;Oui;Non;Oui
AUDI;171;AUDI A6  AVANT;C5;01/04/1997;01/05/2001;Break/Allroad;AUD170;Oui;Non;Oui;Non;Oui
AUDI;172;AUDI A6  PHASE 2 AVANT;C5;01/06/2001;01/04/2005;Break/Allroad;AUD170;Oui;Non;Oui;Non;Oui
AUDI;173;AUDI A6  AVANT QUATTRO;C5;01/04/1997;01/05/2001;Break/Allroad;AUD170;Oui;Non;Oui;Non;Oui
AUDI;174;AUDI A6 PHASE 2  AVANT QUATTRO;C5;01/06/2001;01/04/2005;Break/Allroad;AUD170;Oui;Non;Oui;Non;Oui
AUDI;175;AUDI A6  ;C6;01/04/2004;01/10/2008;Berline;AUD175;Oui;Oui;Oui;Non;Oui
AUDI;176;AUDI A6  QUATTRO;C6;01/04/2004;01/09/2008;Berline;AUD175;Oui;Oui;Oui;Non;Oui
AUDI;177;AUDI A6  PHASE 2 ;C6;01/10/2008;01/03/2011;Berline;AUD175;Oui;Oui;Oui;Non;Oui
AUDI;178;AUDI A6  PHASE 2 QUATTRO;C6;01/10/2008;01/03/2011;Berline;AUD175;Oui;Oui;Oui;Non;Oui
AUDI;179;AUDI A6 AVANT  ;C6;01/03/2005;01/09/2008;Break/Allroad;AUD180;Oui;Oui;Oui;Non;Oui
AUDI;180;AUDI A6 AVANT  QUATTRO;C6;01/03/2005;01/09/2008;Break/Allroad;AUD180;Oui;Oui;Oui;Non;Oui
AUDI;181;AUDI A6 PHASE 2 AVANT  ;C6;01/10/2008;01/08/2011;Break/Allroad;AUD180;Oui;Oui;Oui;Non;Oui
AUDI;182;AUDI A6 PHASE 2 AVANT  QUATTRO;C6;01/10/2008;01/08/2011;Break/Allroad;AUD180;Oui;Oui;Oui;Non;Oui
AUDI;183;AUDI A6;C7;01/11/2010;01/04/2015;Berline;AUD185;Oui;Oui;Oui;Non;Oui
AUDI;184;AUDI A6 QUATTRO;C7;01/11/2010;01/04/2015;Berline;AUD185;Oui;Oui;Oui;Non;Oui
AUDI;185;AUDI A6 PHASE 2;C7;01/09/2014;01/04/2018;Berline;AUD185;Oui;Oui;Oui;Non;Oui
AUDI;186;AUDI A6 PHASE 2 QUATTRO;C7;01/09/2014;01/04/2018;Berline;AUD185;Oui;Oui;Oui;Non;Oui
AUDI;187;AUDI A6 AVANT;C7;01/11/2010;01/04/2015;Break;AUD190;Oui;Oui;Oui;Non;Oui
AUDI;188;AUDI A6  AVANT QUATTRO;C7;01/11/2010;01/04/2015;Break;AUD190;Oui;Oui;Oui;Non;Oui
AUDI;189;AUDI A6  ALLROAD 3;C7;01/01/2012;à ce jour;Break;AUD190;Oui;Oui;Oui;Non;Oui
AUDI;190;AUDI A6 PHASE 2 AVANT;C7;01/09/2014;01/04/2018;Break;AUD190;Oui;Oui;Oui;Non;Oui
AUDI;191;AUDI A6 PHASE 2  AVANT QUATTRO;C7;01/09/2014;01/04/2018;Break;AUD190;Oui;Oui;Oui;Non;Oui
AUDI;192;AUDI A6;C8;01/02/2018;à ce jour;Berline;AUD191;Oui;Oui;Oui;Non;Oui
AUDI;193;AUDI A6 QUATTRO;C8;01/02/2018;à ce jour;Berline;AUD191;Oui;Oui;Oui;Non;Oui
AUDI;194;AUDI A6 AVANT  ;C8;01/05/2018;à ce jour;Break;AUD192;Oui;Oui;Oui;Non;Oui
AUDI;195;AUDI A6 AVANT QUATTRO  ;C8;01/05/2018;à ce jour;Break;AUD192;Oui;Oui;Oui;Non;Oui
AUDI;196;AUDI A6 ALLROAD 4;C8;01/11/2018;à ce jour;Break;AUD192;Oui;Oui;Oui;Non;Oui
AUDI;197;AUDI A7 sportback;types 4G;01/07/2010;01/04/2014;Berline;AUD195;Oui;Non;Oui;Non;Oui
AUDI;198;AUDI A7 sportback QUATTRO;types 4G;01/07/2010;01/04/2014;Berline;AUD195;Oui;Non;Oui;Non;Oui
AUDI;199;AUDI A7 sportback phase 2;types 4G;01/05/2014;01/09/2017;Berline;AUD195;Oui;Non;Oui;Non;Oui
AUDI;200;AUDI A7 sportback;types 4K;01/10/2017;à ce jour;Berline;AUD196;Oui;Non;Oui;Non;Oui
AUDI;201;AUDI A8;D2;01/06/1994;01/12/1998;Berline;AUD200;Oui;Oui;Oui;Non;Oui
AUDI;202;AUDI A8 PHASE 2;D2;01/10/1998;01/02/2002;Berline;AUD200;Oui;Oui;Oui;Non;Oui
AUDI;203;AUDI A8 QUATTRO;D2;01/06/1994;01/12/1998;Berline;AUD200;Oui;Oui;Oui;Non;Oui
AUDI;204;AUDI A8 QUATTRO PHASE 2;D2;01/10/1998;01/02/2002;Berline;AUD200;Oui;Oui;Oui;Non;Oui
AUDI;205;AUDI A8;D3;01/07/2003;01/12/2007;Berline;AUD205;Oui;Oui;Oui;Non;Oui
AUDI;206;AUDI A8 PHASE 2;D3;01/12/2007;01/07/2010;Berline;AUD205;Oui;Oui;Oui;Non;Oui
